employee_id,full_name,age,gender,email,phone,city,country,department,job_title,employment_type,education_level,join_date,exit_date,years_of_experience,annual_salary,bonus_percentage,performance_rating,nps_score,projects_completed,training_hours,remote_work,last_promotion_year,manager_id,team_size,monthly_leaves_taken,attrition_risk,salary_currency,linkedin_profile,contract_end_date
EMP3749,Vikram Moore,42,Prefer not to say,vikram.moore@company.in,9.18331E+11,Ahmedabad,India,Slaes,Head of Data,Part-Time,Master's,07-04-2011,,12,2833643,12.16,Below Average,3,31,83.63,TRUE,,EMP1093,5,0.2,High,,linkedin.com/in/vikrammoore554,
EMP1968,Nisha Garcia,27,Non-Binary,nisha.garcia@company.in,-3823,Singapore,Singapore,Operations,COO,Contract,PhD,06-01-2021,,2,1919836,8.61,Below Average,27,2,43.37,TRUE,2020,EMP2189,16,2.1,Low,GBP,linkedin.com/in/nishagarcia273,27-01-2024
EMP1313,Nisha Bose,26,Female,nisha.bose@corp.com,9.19111E+11,Sydney,Australia,Product,Product Manager,Full-Time,MCA,28-Oct-18,,5,1168739,12.21,Good,7,38,98.59,TRUE,2023,EMP3068,10,0.2,Low,CAD,linkedin.com/in/nishabose987,22-01-2024
EMP1162,Meena Jones,45,Prefer not to say,meena.jones@yahoo.com,(284) 551-8538,New York,USA,HR,HR Executive,Full-Time,High School,23-09-2020,,3,552308,7.45,Average,2,17,191.22,TRUE,2017,EMP3638,11,2.4,High,AUD,,
EMP1995,Jackson Moore,53,Non-Binary,jackson.moore@hotmail.com,-9310118942,Kolkata,India,Finance,Finance Manager,Full-Time,MBA,13-Jun-11,,12,1127084,3.26,Below Average,1,32,73.84,0,2016,EMP2492,11,0.3,Medium,GBP,linkedin.com/in/jacksonmoore881,
EMP1915,Mason Rao,60,Male,mason.rao@hotmail.com,(615) 382-2233,San Francisco,USA,Engg,CFO,Contract,MCA,08-24-2013,,10,1913672,30.58,Outstanding,0,9,82.4,TRUE,2018,EMP2406,19,2.7,Medium,AUD,,
EMP2442,Kiran Johnson,,,kiran.johnson@outlook.com,(971) 321-2715,San Francisco,USA,Customer Support,Senior Agent,Contract,Bachelor's,02-02-2020,,3,"â‚¹578,332",36.16,Outstanding,1,16,143.22,FALSE,2019,EMP2995,11,1,High,INR,linkedin.com/in/kiranjohnson920,
EMP2206,Logan Joshi,48,Prefer not to say,logan@joshi,-9648006793,Pune,India,HR,Recruiter,Intern,High School,23-Feb-18,,5,836471,4.27,Average,8,15,142.67,TRUE,2011,EMP2422,15,2.7,med,AUD,linkedin.com/in/loganjoshi245,
EMP3265,ava mehta,31,Prefer not to say,,(395) 553-2643,Chennai,India,HR,Recruiter,Contract,MCA,17-12-2020,31-05-2022,3,874703,,Below Average,,23,10.35,FALSE,2022,EMP1417,,4.4,High,AUD,linkedin.com/in/avamehta332,
EMP3671,Ethan Garcia,38,Prefer not to say,ethan.garcia@company.in,,Sydney,Australia,HR,Recruiter,Intern,Bachelor's,10-08-2018,,5,902764,25.65,Below Average,5,27,29.97,TRUE,,EMP2601,,1.3,Medium,INR,,
EMP3345,Jackson Pillai,-4,Male,jackson.pillai@gmail.com,,London,UK,Operations,Ops Manager,Part-Time,PhD,16-Jan-11,,12,809171,14.3,Good,2,11,198.31,FALSE,2018,EMP3657,14,2.6,Low,AUD,linkedin.com/in/jacksonpillai745,
EMP2752,Vikram Moore,,Non-Binary,  vikram.moore@company.in  ,,Delhi,India,HR,CHRO,Contract,PhD,15-Feb-20,,3,1444463,2.97,Below Average,0,5,129.6,,2018,EMP1636,5,3.2,High,CAD,linkedin.com/in/vikrammoore510,08-08-2025
EMP1958,Kavya Mehta,729,Male,kavya.mehta@outlook.com,-7208606400,Sydney,Australia,Operations,Ops Manager,Part-Time,Bachelor's,04-17-2023,,0,865885,29.32,Outstanding,5,50,157.37,TRUE,,EMP1783,9,2,Low,INR,linkedin.com/in/kavyamehta811,
EMP2550,James Miller,42,Male,james@miller,,Hyderabad,India,Operations,Supply Chain Analyst,Full-Time,MCA,Not Available,,5,898034,,Below Average,26,17,150.29,FALSE,2024,EMP2576,7,4.3,High,USD,linkedin.com/in/jamesmiller90,
EMP3593,Oliver Singh,32,Female,oliver.singh@outlook.com,-9992914366,Dubai,UAE,Legal,Associate,Full-Time,MBA,09-01-2015,19-09-2022,8,1323901,27.12,Excellent,3,47,118.72,TRUE,2012,EMP3160,10,4.7,High,GBP,,
EMP3740,Divya Bose,,Male,divya.bose@gmail.com,-10286,Hyderabad,India,Customer Support,Support Manager,Full-Time,PhD,17-12-2011,,12,948661,33.37,Good,3,29,105.76,FALSE,2021,EMP3928,14,4.8,Medium,GBP,linkedin.com/in/divyabose377,
EMP3955,Neha Malhotra,27,Non-Binary,neha.malhotra@outlook.com,7656265457,Toronto,Canada,Finace,CHRO,Intern,MCA,23-Jun-20,,3,0,30.41,Good,7,25,94.14,FALSE,2017,EMP1776,,3.7,Medium,CAD,linkedin.com/in/nehamalhotra383,
EMP1551,Sophia Miller,31,Female,  sophia.miller@outlook.com  ,-7307029774,London,UK,Operations,Supply Chain Analyst,Part-Time,Associate,24-03-2016,,7,870151,17.97,Outstanding,7,42,116.47,FALSE,2017,EMP1234,2,4.1,Low,USD,linkedin.com/in/sophiamiller633,
EMP3948,Isabella Garcia,39,Non-Binary,isabella.garcia@gmail.com,-3438,Hyderabad,India,HR,HR Executive,Full-Time,Bachelor's,12-30-2010,,13,548725,35.66,,2,12,128.46,TRUE,2021,EMP2562,10,3.3,High,USD,,
EMP3708,Liam Malhotra,55,Female,liam.malhotra@company.in,,London,UK,Customer Support,Support Manager,Contract,MCA,25-08-2021,06-09-2020,2,822500,27.02,Outstanding,2,13,141.4,1,2020,EMP2523,15,2.8,HIGH,USD,linkedin.com/in/liammalhotra653,
EMP1088,Meena Johnson,57,Non-Binary,meena.johnson@gmail.com,-9699308830,Bangalore,India,Engineering,Software Engineer,Part-Time,MCA,12-10-2014,23-01-2021,9,810099,,Below Average,,46,193.92,0,2013,EMP3790,13,4.6,High,USD,linkedin.com/in/meenajohnson56,
EMP3477,Suresh Brown,46,Prefer not to say,suresh.brown@gmail.com,8294973031,Sydney,Australia,Engineering,Software Engineer,,  ,11-10-2013,,10,865180,24.18,,7,-9,22.5,TRUE,2020,,2,4.7,Low,INR,linkedin.com/in/sureshbrown279,29-10-2024
EMP1343,Jackson Mehta,52,Non-Binary,jackson.mehta@yahoo.com,,Pune,India,HR,Recruiter,Part-Time,MCA,08-07-2021,,2,803415,0.01,Good,7,17,155.75,TRUE,2015,,20,3.4,High,CAD,linkedin.com/in/jacksonmehta579,
EMP3881,,27,Male,logan.joshi@hotmail.com,(301) 315-6241,Bangalore,India,Finance,Senior Analyst,Part-Time,Associate,20-01-2012,,11,965061,37.09,Below Average,7,9,56.47,FALSE,,EMP2179,20,1.9,Medium,AUD,linkedin.com/in/loganjoshi222,
EMP2677,Noah Malhotra,48,Female,noah.malhotra@gmail.com,9.17847E+11,Toronto,Canada,Customer Support,Senior Agent,Contract,MBA,23-Jun-12,,11,619401,24.38,Below Average,7,21,178.41,TRUE,2010,EMP2853,11,1.9,Medium,INR,linkedin.com/in/noahmalhotra849,
EMP3853,ethan iyer,34,,ethan.iyer@company.in,9.17019E+11,Ahmedabad,India,HR,CHRO,Part-Time,High School,10-03-2012,,11,1324887,31.91,Excellent,2,33,32.03,TRUE,2020,EMP2591,19,1.8,Low,GBP,linkedin.com/in/ethaniyer605,01-10-2024
EMP3275,James Jones,52,Female,james.jones@corp.com,9365043339,Kolkata,India,Sales,Account Executive,Contract,MBA,11-06-2011,16-12-2021,12,1579655,7.33,Below Average,3,19,94.6,FALSE,,EMP2434,3,0.1,Medium,CAD,linkedin.com/in/jamesjones933,
EMP1175,Arjun Das,,Non-Binary,arjun.das@gmail.com,9.17661E+11,New York,USA,Engineering,Lead Engineer,Contract,MBA,19-Feb-19,,4,-1527473,20.81,Excellent,1,49,187.77,TRUE,2018,EMP3343,16,2.8,High,AUD,linkedin.com/in/arjundas298,
EMP2386,Jackson Shah,55,Male,jackson.shah@company.in,-7137221983,Dubai,UAE,Marketing,SEO Specialist,Part-Time,Associate,Not Available,,9,1397484,26.73,Good,5,42,127.92,FALSE,2023,EMP1722,3,2.9,High,AUD,linkedin.com/in/jacksonshah469,
EMP2304,Pooja Davis,982,Prefer not to say,pooja@davis,7362291262,New York,USA,Legal,Senior Counsel,Full-Time,MBA,22-12-2013,,10,"â‚¹1,095,872",36.01,Outstanding,10,7,140.02,TRUE,2017,EMP3812,19,0.4,Low,AUD,,
EMP3601,Ethan Gupta,3,Male,ethan.gupta@hotmail.com,-7166408071,Ahmedabad,India,Marketing,Marketing Analyst,Part-Time,MBA,06-05-2023,,0,695159,30.22,Outstanding,9,11,153.47,TRUE,2016,EMP3453,17,2.4,Medium,AUD,,
EMP2171,Nisha Kumar,42,Prefer not to say,nisha.kumar@yahoo.com,,Pune,India,Finance,Finance Manager,Full-Time,Bachelor's,06-21-2018,,5,1169832,38.42,Outstanding,4,9,157.69,TRUE,2015,EMP2274,,1.8,Medium,INR,linkedin.com/in/nishakumar589,17-12-2026
EMP3295,Pooja Rao,50,Non-Binary,pooja.rao@outlook.com,9.18956E+11,Chennai,India,Sales,Senior Sales Rep,Intern,Master's,10-16-2021,07-01-2023,2,854392,38.61,Average,1,33,107.47,FALSE,2015,EMP1654,15,3.4,High,INR,linkedin.com/in/poojarao106,
EMP2144,Sophia Johnson,54,Non-Binary,sophia.johnson@gmail.com,9.1804E+11,Ahmedabad,India,Sales,Account Executive,Full-Time,PhD,20-Jan-22,,1,1328075,22.52,Outstanding,4,49,164.75,Yes,2016,EMP3319,16,1.3,High,USD,linkedin.com/in/sophiajohnson59,
EMP2241,Kavya Shah,26,Prefer not to say,kavya.shah@outlook.com,9.18637E+11,Ahmedabad,India,Operations,COO,Contract,MBA,15-02-2017,11-08-2023,6,"â‚¹1,784,215",16.22,Good,9,45,177.87,TRUE,,EMP3553,9,2.9,Low,,linkedin.com/in/kavyashah956,
EMP2369,Amit Nair,31,Prefer not to say,amit.nair@hotmail.com,(700) 890-4924,New York,USA,Customer Support,VP Support,,MCA,10-01-2022,13-06-2023,12,1262822,38.74,Excellent,,33,58.75,TRUE,2023,,14,4.6,High,CAD,linkedin.com/in/amitnair480,10-11-2025
EMP1933,Ava Joshi,,Prefer not to say,ava.joshi@gmail.com,(584) 177-2463,Ahmedabad,India,Finance,Financial Analyst,Intern,Bachelor's,25-12-2011,30-03-2022,12,882108,28.27,Average,0,49,159.85,TRUE,2021,EMP2552,9,2,Medium,GBP,linkedin.com/in/avajoshi966,
EMP3846,Rahul Bose,32,F,rahul.bose@corp.com,,San Francisco,USA,HR,HR Business Partner,Contract,PhD,21-01-2023,,0,1186989,21.65,Average,4,31,,FALSE,2022,EMP2864,1,1.9,Medium,USD,,26-03-2026
EMP1689,MASON DESAI,42,Non-Binary,mason.desai@company.in,9.17443E+11,New York,USA,Operations,COO,Full-Time,PhD,05-21-2014,,9,1600275,10.15,Below Average,0,45,194.52,FALSE,2019,EMP2758,19,4.8,Medium,INR,linkedin.com/in/masondesai820,
EMP1270,Priya Wilson,23,Female,priya.wilson@yahoo.com,-8476987764,Sydney,Australia,Engineering,DevOps Engineer,Contract,MCA,03-Sep-11,,12,-2839409,34.01,2,9,12,178.97,TRUE,2018,EMP2353,4,2.9,High,GBP,linkedin.com/in/priyawilson654,
EMP2651,,48,Male,ava.das@yahoo.com,(435) 225-5262,Toronto,Canada,Product,Senior PM,Contract,MCA,21-01-2016,,7,1189526,22.9,Excellent,2,9,20.07,TRUE,2016,EMP2938,1,0.4,Low,AUD,linkedin.com/in/avadas234,23-12-2024
EMP2982,Emma Chopra,36,F,emma.chopra@hotmail.com,,San Francisco,USA,Finance,CFO,Full-Time,MBA,10-Jan-12,,11,2107702,36.42,Excellent,3,25,7.37,FALSE,2018,EMP1861,,1.6,High,INR,linkedin.com/in/emmachopra983,
EMP3626,William Bose,22,Prefer not to say,  william.bose@yahoo.com  ,-7608765153,Pune,India,Finace,ML Engineer,Contract,BE/BTech,Not Available,,24,1400611,12.33,Average,4,44,147.62,TRUE,2024,EMP2902,3,4.4,Medium,GBP,linkedin.com/in/williambose499,
EMP3819,Sunita Iyer,52,Non-Binary,sunita.iyer@hotmail.com,9.173E+11,Bangalore,India,Operations,Operations Analyst,Intern,MCA,23-05-2010,,13,573969,33.95,Excellent,5,33,49.68,FALSE,2024,EMP1211,8,3.7,High,INR,linkedin.com/in/sunitaiyer689,
EMP1456,Anjali Johnson,36,Female,anjali.johnson@hotmail.com,(907) 621-9914,Kolkata,India,Finance,Finance Manager,Intern,MBA,04-22-2018,,5,"â‚¹1,231,328",7.62,Outstanding,1,13,10.64,TRUE,2019,EMP2439,20,3.8,Low,INR,linkedin.com/in/anjalijohnson586,
EMP1318,Lucas Kumar,58,Male,lucas.kumar@hotmail.com,8938264714,Sydney,Australia,Customer Support,Senior Agent,Full-Time,BE/BTech,02-16-2021,06-03-2024,2,654292,19.72,Average,1,-7,87.64,FALSE,,EMP1381,20,3.5,High,CAD,linkedin.com/in/lucaskumar104,
EMP3532,Logan Williams,46,Non-Binary,logan.williams@outlook.com,-5723,Sydney,Australia,Operations,Operations Analyst,Contract,High School,06-Mar-10,,13,683276,5.47,Average,5,28,170.69,FALSE,2017,EMP1901,15,4.8,Low,,linkedin.com/in/loganwilliams749,23-12-2026
EMP2546,Sunita Rao,54,Female,sunita.rao@hotmail.com,-6682,Ahmedabad,India,Finance,Finance Manager,Intern,PhD,13-09-2012,21-11-2020,11,1387360,,Excellent,1,45,74.75,TRUE,2017,EMP1517,3,,High,USD,,
EMP1470,Evelyn Pillai,23,Non-Binary,evelyn.pillai@outlook.com,-4528,San Francisco,USA,Customer Support,Support Manager,Contract,MBA,10-Sep-14,,9,873804,138.66,Good,2,6,60.54,FALSE,2012,EMP2670,18,1.5,Medium,CAD,linkedin.com/in/evelynpillai665,22-04-2024
EMP2074,Sunita Reddy,25,Non-Binary,sunita.reddy@gmail.com,8150728469,London,UK,Finance,Financial Analyst,Full-Time,Master's,15-10-2019,,4,696227,12.65,Excellent,2,29,76.94,FALSE,2019,EMP1352,14,2.8,Medium,CAD,linkedin.com/in/sunitareddy962,
EMP1776,Aarav Malhotra,47,Prefer not to say,aarav.malhotra@yahoo.com,-7371527726,Dubai,UAE,Finance,Controller,Full-Time,PhD,12-Apr-19,,4,0,11.39,Good,1,31,107.39,FALSE,2011,EMP3520,5,3.8,High,USD,linkedin.com/in/aaravmalhotra743,
EMP1361,Kiran Singh,47,Male,kiran.singh@corp.com,,Sydney,Australia,Operations,Operations Analyst,Part-Time,Master's,29-08-2023,,21,538812,3.24,Excellent,7,44,22.16,TRUE,2010,EMP2549,12,1.5,High,AUD,,
EMP2291,Pooja Miller,-8,Prefer not to say,,-6835,Hyderabad,India,Legal,Associate,,High School,11-12-2016,,7,1283725,9.18,Average,2,41,131.47,FALSE,2024,EMP3766,2,2.1,Medium,INR,linkedin.com/in/poojamiller951,
EMP1583,Sneha Rao,57,Prefer not to say,sneha.rao@company.in,9.19757E+11,Dubai,UAE,Finance,CFO,Intern,Bachelor's,07-04-2014,,9,1975890,0.44,Outstanding,,23,67.46,FALSE,2010,EMP2440,2,1.5,Low,CAD,linkedin.com/in/sneharao809,06-11-2024
EMP1977,Pooja Patel,32,Prefer not to say,pooja.patel@company.in,-7609170795,Sydney,Australia,Sales,Senior Sales Rep,Full-Time,MCA,20-10-2010,,13,913301,29.56,Average,2,18,,FALSE,2013,EMP1185,19,1.5,High,USD,linkedin.com/in/poojapatel103,
EMP3959,NOAH CHOPRA,48,Female,noah.chopra@@hotmail.com,9.18703E+11,Bangalore,India,Sales,VP Sales,Full-Time,BE/BTech,24-Apr-14,,9,1795467,19.8,Average,0,44,,FALSE,2019,EMP2269,6,2.2,High,INR,linkedin.com/in/noahchopra382,
EMP2226,Meena Chopra,,Non-Binary,meena.chopra@hotmail.com,-3237,Dubai,UAE,Legal,Legal Counsel,Full-Time,PhD,01-05-2018,,5,638224,33,Average,9,31,170.66,FALSE,2018,EMP3387,18,0.1,Low,GBP,linkedin.com/in/meenachopra857,17-12-2025
EMP2047,Emma Verma,53,Female,emma.verma@corp.com,(534) 443-9701,Sydney,Australia,Data Science,Senior Data Scientist,Full-Time,MCA,01-Sep-22,,1,1694432,7.03,Outstanding,0,40,174.64,TRUE,,EMP1390,15,4.3,Medium,CAD,linkedin.com/in/emmaverma816,
EMP3025,Deepak Miller,56,Non-Binary,,,San Francisco,USA,Legal,CLO,Part-Time,Associate,17-06-2016,,7,1926397,39.65,Average,9,23,152.06,TRUE,2017,,,3.4,Medium,GBP,linkedin.com/in/deepakmiller481,
EMP2360,NISHA REDDY,26,Non-Binary,nisha.reddy@hotmail.com,9589786713,Dubai,UAE,Sales,Account Executive,Contract,  ,10-18-2019,27-11-2022,4,1193176,,Below Average,8,19,154.47,TRUE,2014,EMP3671,3,4,Medium,USD,linkedin.com/in/nishareddy945,
EMP2464,Divya Kumar,27,Non-Binary,divya.kumar@hotmail.com,9.18827E+11,Toronto,Canada,Operations,Ops Manager,Contract,High School,05-09-2020,,3,755893,14.2,Outstanding,1,23,23.61,TRUE,2011,EMP2832,4,1.2,Low,CAD,linkedin.com/in/divyakumar105,16-09-2024
EMP2324,Jackson Reddy,34,Non-Binary,jackson.reddy@corp.com,9.18734E+11,Mumbai,India,HR,CHRO,Intern,High School,21-05-2013,27-07-2024,10,1751422,3.69,Average,1,4,,TRUE,2011,,11,2.8,Low,AUD,linkedin.com/in/jacksonreddy36,18-11-2024
EMP2738,Oliver Patel,57,Prefer not to say,oliver.patel@corp.com,8660557143,Mumbai,India,Customer Support,Senior Agent,Full-Time,Associate,15-02-2021,,2,-558368,34.53,Excellent,1,32,196.08,FALSE,2014,EMP3367,13,0.6,Medium,AUD,linkedin.com/in/oliverpatel379,17-03-2024
EMP3429,Emma Das,25,,emma.das@hotmail.com,-8313044779,Delhi,India,Marketing,SEO Specialist,Full-Time,BE/BTech,14-02-2020,09-08-2023,3,1293357,12.97,Good,0,36,87.39,FALSE,2022,EMP1518,3,,High,CAD,linkedin.com/in/emmadas449,10-06-2025
EMP3339,Rahul Mehta,26,Male,rahul.mehta@company.in,9750587867,Delhi,India,Engineering,DevOps Engineer,,MBA,11-20-2016,,7,2571641,36.43,Average,0,27,104.8,TRUE,2023,EMP2646,,1.2,Medium,GBP,linkedin.com/in/rahulmehta900,
EMP2051,Charlotte Desai,28,Female,charlotte.desai@yahoo.com,(591) 156-7047,Kolkata,India,Finance,Controller,,MCA,05-11-2019,01-11-2021,4,1615642,30.27,3,4,3,175.35,FALSE,2015,EMP1172,13,2.7,Medium,GBP,linkedin.com/in/charlottedesai297,04-09-2025
EMP2582,James Pillai,41,Non-Binary,,9.19594E+11,Bangalore,India,Product,Senior PM,Part-Time,MBA,01-02-2012,,-2,1420877,18.24,Below Average,7,50,139.39,TRUE,2017,EMP2435,11,0.2,HIGH,AUD,linkedin.com/in/jamespillai813,
EMP1870,Neha Bose,44,Prefer not to say,neha.bose@company.in,8099401748,Ahmedabad,India,Operations,Operations Analyst,Contract,MCA,17-05-2013,,10,0,20.37,Good,8,45,183.31,FALSE,2017,EMP3910,15,0.5,High,CAD,linkedin.com/in/nehabose975,
EMP3195,Amit Rao,23,Female,amit.rao@outlook.com,(881) 241-7706,Delhi,India,Customer Support,Team Lead,Full-Time,MCA,01-05-2016,,22,705328,3.1,Outstanding,3,45,46.14,FALSE,2014,EMP3401,16,2.2,Low,CAD,linkedin.com/in/amitrao841,06-04-2025
EMP3014,,36,Female,arjun.verma@company.in,(421) 960-8570,San Francisco,USA,Data Science,ML Engineer,Full-Time,Bachelor's,08-Feb-17,,6,1318031,23.46,Good,10,34,5.02,yes,2019,EMP3954,17,2.3,Low,GBP,,14-06-2025
EMP2081,Nisha Smith,40,Male,nisha.smith@outlook.com,-9088803666,Chennai,India,Data Science,Head of Data,Intern,Associate,Not Available,,11,3019289,11.93,Outstanding,5,44,44.64,TRUE,2013,EMP3987,19,1.3,High,INR,linkedin.com/in/nishasmith50,22-02-2025
EMP2158,Sophia Verma,24,Non-Binary,sophia.verma@corp.com,(511) 765-6714,Hyderabad,India,Engineering,Engineering Manager,Full-Time,High School,15-10-2019,10-04-2024,4,1979116,17.23,Outstanding,4,14,42.99,FALSE,2017,EMP2371,5,3.8,Medium,USD,,19-02-2026
EMP1390,VIKRAM IYER,52,Male,,9.19936E+11,Singapore,Singapore,Customer Support,Senior Agent,Intern,  ,01-21-2013,,21,"â‚¹605,731",12.48,Excellent,1,9,173.45,FALSE,,EMP3593,10,3,High,GBP,linkedin.com/in/vikramiyer735,
EMP1245,Pooja Singh,26,Male,pooja.singh@hotmail.com,8676012221,Hyderabad,India,Marketing,SEO Specialist,Full-Time,BE/BTech,Not Available,,12,1269355,22.42,Outstanding,10,23,97.18,TRUE,2017,EMP3365,15,2.6,Medium,INR,linkedin.com/in/poojasingh195,
EMP2173,Aarav Wilson,37,Female,aarav.wilson@hotmail.com,-7559,Bangalore,India,Engineering,Software Engineer,Full-Time,MBA,07-27-2014,,9,931316,20.39,Below Average,1,-4,48.27,TRUE,2020,EMP2451,3,0.4,Low,AUD,linkedin.com/in/aaravwilson511,29-07-2025
EMP3232,Meena Chatterjee,34,Female,meena.chatterjee@company.in,-7765941216,Mumbai,India,Sales,Account Executive,Contract,Master's,18-Nov-13,03-03-2021,10,1287842,28.34,Good,10,49,144.48,FALSE,,EMP3265,18,4.7,High,INR,,
EMP2595,anjali desai,22,Non-Binary,anjali.desai@hotmail.com,(861) 507-6293,San Francisco,USA,Legal,Associate,Intern,PhD,04-11-2019,,4,1307026,10.07,Good,0,8,77.66,FALSE,2012,,2,3.5,Low,AUD,linkedin.com/in/anjalidesai867,19-05-2025
EMP2351,Rajesh Das,54,Male,rajesh.das@outlook.com,9.19108E+11,Singapore,Singapore,HR,HR Business Partner,Intern,Master's,Not Available,17-07-2023,9,1086978,20.73,Below Average,7,21,90.79,FALSE,2018,EMP2785,20,2.7,Medium,INR,linkedin.com/in/rajeshdas904,19-09-2024
EMP1981,Jackson Chopra,37,Male,jackson.chopra@corp.com,,Dubai,UAE,Product,Senior PM,Intern,MBA,29-05-2013,,10,1164189,106.33,Below Average,3,9,112.43,TRUE,2011,EMP1865,6,3.1,Medium,AUD,linkedin.com/in/jacksonchopra582,26-05-2024
EMP3891,Harper Wilson,41,Non-Binary,harper.wilson@outlook.com,(316) 967-4776,Kolkata,India,HR,Recruiter,Intern,Bachelor's,09-06-2017,,6,882487,,Excellent,6,45,0.94,TRUE,2020,EMP1557,12,3.1,High,USD,linkedin.com/in/harperwilson440,
EMP3290,William Moore,503,Non-Binary,william.moore@hotmail.com,8548847748,Mumbai,India,Customer Support,Support Manager,Intern,Master's,28-08-2019,15-01-2022,4,932435,16.03,Excellent,100,35,186.89,FALSE,2016,EMP3388,12,3,Low,AUD,linkedin.com/in/williammoore399,
EMP3772,Noah Johnson,56,Female,noah.johnson@yahoo.com,,New York,USA,Marketing,Content Strategist,Contract,MCA,15-07-2014,,9,1041837,4.58,Outstanding,7,8,187.78,No,2020,EMP1056,10,4.8,High,CAD,linkedin.com/in/noahjohnson367,
EMP1841,Rahul Das,45,Prefer not to say,rahul.das@yahoo.com,(623) 519-8516,Delhi,India,Sales,VP Sales,Contract,MCA,30-Sep-13,,10,1730710,13.65,Excellent,5,12,83.15,FALSE,,EMP1285,11,3.9,Medium,USD,linkedin.com/in/rahuldas60,
EMP3110,Mia Gupta,39,Female,mia.gupta@hotmail.com,8824267042,Pune,India,Customer Support,Team Lead,Contract,PhD,04-22-2023,,0,756190,17.36,Average,0,2,160.85,TRUE,2019,EMP2701,6,1.2,Low,GBP,linkedin.com/in/miagupta873,
EMP3071,Mia Wilson,47,Non-Binary,mia.wilson@company.in,(544) 263-6359,Bangalore,India,HR,HR Manager,Full-Time,Master's,18-03-2012,,11,790720,13.35,Below Average,10,3,163.01,TRUE,,EMP3017,5,0,Low,GBP,linkedin.com/in/miawilson941,
EMP1008,Rahul Desai,24,Male,rahul.desai@gmail.com,-8423440750,Mumbai,India,Finace,Legal Counsel,Contract,Master's,02-10-2018,,5,756817,39.83,Average,2,12,59.01,TRUE,,,8,2.6,High,INR,linkedin.com/in/rahuldesai419,30-07-2026
EMP2002,Evelyn Davis,31,Male,evelyn.davis@company.in,-8110740712,New York,USA,Marketing,Marketing Analyst,Contract,MCA,11-29-2016,,7,568417,39.65,Below Average,10,19,,TRUE,2021,EMP3248,,0.2,HIGH,AUD,linkedin.com/in/evelyndavis212,
EMP3148,Evelyn Malhotra,28,Prefer not to say,evelyn.malhotra@outlook.com,9049236099,Hyderabad,India,Operations,COO,Contract,PhD,01-02-2012,,11,1840188,13.35,Average,,36,77.68,TRUE,2021,EMP1408,4,4.3,High,USD,linkedin.com/in/evelynmalhotra695,
EMP1270,Nisha Chatterjee,202,Male,nisha.chatterjee@outlook.com,,Dubai,UAE,Marketing,Marketing Manager,Full-Time,High School,10-13-2021,,2,822282,33.38,Outstanding,9,11,57.89,FALSE,2019,EMP3380,14,3.1,High,GBP,linkedin.com/in/nishachatterjee590,15-06-2025
EMP3897,Logan Jones,50,Female,logan.jones@yahoo.com,,Pune,India,Customer Support,Team Lead,Full-Time,MCA,11-02-2010,,13,665282,19.19,Outstanding,8,0,34.98,FALSE,2020,EMP1850,13,2,Medium,CAD,linkedin.com/in/loganjones524,15-01-2024
EMP2492,Lucas Iyer,33,Female,lucas.iyer@outlook.com,9922405050,Toronto,Canada,Legal,Associate,Contract,Bachelor's,19-Jul-12,11-01-2022,11,1194076,6.71,Excellent,5,49,81.09,FALSE,2019,EMP3904,15,2,Low,INR,linkedin.com/in/lucasiyer497,
EMP2898,Rohan Williams,-9,Prefer not to say,rohan.williams@yahoo.com,8469336185,Singapore,Singapore,HR ,Senior Analyst,Contract,Master's,03-03-2010,,13,939227,7.53,Below Average,10,28,63.92,no,2014,EMP3679,,4,Low,GBP,linkedin.com/in/rohanwilliams363,
EMP3251,Kavya Shah,40,Non-Binary,kavya.shah@yahoo.com,,Pune,India,Engineering,DevOps Engineer,Intern,  ,Not Available,,7,2189911,30.19,Below Average,10,6,107.16,TRUE,2020,EMP1156,19,3.4,High,GBP,linkedin.com/in/kavyashah905,
EMP3829,Liam Smith,34,Prefer not to say,liam.smith@yahoo.com,9.19959E+11,New York,USA,Engineering,Engineering Manager,Contract,Master's,04-02-2019,,4,2056971,23.63,Outstanding,4,48,85.19,FALSE,2011,EMP2192,13,0,High,CAD,linkedin.com/in/liamsmith113,14-11-2025
EMP1213,Meena Reddy,59,Non-Binary,meena.reddy@gmail.com,-7560430447,Sydney,Australia,Operations,Logistics Coordinator,Contract,MCA,25-01-2011,02-01-2020,12,1374834,29.72,Average,5,-9,154.09,FALSE,2021,EMP1523,18,4.5,High,GBP,linkedin.com/in/meenareddy735,12-06-2026
EMP1905,Nisha Reddy,23,Female,nisha.reddy@corp.com,9.19417E+11,Kolkata,India,Data Science,ML Engineer,Intern,Associate,14-02-2017,,6,1518343,9.24,Outstanding,10,13,181.06,TRUE,2021,EMP3445,,0.6,High,USD,linkedin.com/in/nishareddy70,28-06-2026
